,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
word,venezuela,'s,president,has,been,promoting,latin,american,energy,integration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pos,NNP,POS,NN,VBZ,VBN,VBG,JJ,JJ,NN,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
true,B-geo,O,O,O,O,O,O,B-gpe,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pred,B-gpe,O,O,O,O,O,O,B-gpe,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
word,u.s.,secretary,of,state,colin,powell,heads,to,the,region,today,to,inspect,damage,in,thailand,and,indonesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pos,NNP,NNP,IN,NNP,NNP,NNP,VBZ,TO,DT,NN,NN,TO,VB,NN,IN,NNP,CC,NNP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
true,B-org,O,O,B-org,I-org,I-org,O,O,O,O,B-tim,O,O,O,O,B-geo,O,B-geo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pred,B-gpe,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-gpe,O,B-gpe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
word,iraq,'s,government,says,prime,minister,nouri,al-maliki,will,make,his,first,official,visit,to,iran,on,monday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pos,NNP,POS,NN,VBZ,NNP,NNP,NNP,NNP,MD,VB,PRP$,JJ,JJ,NN,TO,NNP,IN,NNP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
true,B-geo,O,O,O,B-per,I-per,I-per,I-per,O,O,O,O,O,O,O,B-geo,O,B-tim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pred,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-geo,O,B-tim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
word,china,'s,central,government,has,come,under,criticism,in,recent,months,for,moves,that,tighten,control,over,the,internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pos,NNP,POS,JJ,NN,VBZ,VBN,IN,NN,IN,JJ,NNS,IN,NNS,WDT,VBP,NN,IN,DT,NNP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
true,B-org,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pred,B-gpe,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
word,russia,leads,that,series,",",2-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pos,NNP,VBZ,IN,NN,",",CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
true,B-org,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pred,B-gpe,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
word,it,also,fined,him,$,"1,30,000",and,barred,him,from,heading,research,teams,for,the,next,three,years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pos,PRP,RB,VBD,PRP,$,CD,CC,VBD,PRP,IN,VBG,NN,NNS,IN,DT,JJ,CD,NNS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
true,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-tim,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pred,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-tim,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
word,israel,has,repeatedly,described,iran,'s,nuclear,program,as,a,threat,to,its,existence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pos,NNP,VBZ,RB,VBN,NNP,POS,JJ,NN,IN,DT,NN,TO,PRP$,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
true,B-geo,O,O,O,B-geo,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pred,B-gpe,O,O,O,B-gpe,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
word,bird,flu,has,killed,at,least,81,people,in,east,asia,and,turkey,since,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pos,NN,NN,VBZ,VBN,IN,JJS,CD,NNS,IN,NNP,NNP,CC,NNP,IN,CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
true,B-nat,I-nat,O,O,O,O,O,O,O,B-geo,I-geo,O,B-geo,B-tim,I-tim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pred,O,O,O,O,O,O,O,O,O,O,O,O,O,B-tim,I-tim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
word,japanese,officials,say,mr.,koizumi,does,not,have,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pos,JJ,NNS,VBP,NNP,NNP,VBZ,RB,VB,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
true,B-gpe,O,O,B-per,I-per,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pred,B-gpe,O,O,B-per,I-per,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
word,president,dos,santos,held,legislative,elections,in,september,2008,and,",",despite,promising,to,hold,presidential,elections,in,2009,",",has,since,pushed,through,a,new,constitution,that,calls,for,elections,in,2012,,,,,,,,,,,,,,,
pos,NNP,NNP,NNP,VBD,JJ,NNS,IN,NNP,CD,CC,",",IN,VBG,TO,VB,JJ,NNS,IN,CD,",",VBZ,IN,VBN,IN,DT,JJ,NN,WDT,VBZ,IN,NNS,IN,CD,,,,,,,,,,,,,,,
true,B-per,I-per,I-per,O,O,O,O,B-tim,I-tim,O,O,O,O,O,O,O,O,O,B-tim,O,O,O,O,O,O,O,O,O,O,O,O,O,B-tim,,,,,,,,,,,,,,,
pred,O,O,O,O,O,O,O,B-tim,I-tim,O,O,O,O,O,O,O,O,O,B-tim,O,O,O,O,O,O,O,O,O,O,O,O,O,B-tim,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,
word,this,came,as,mr.,yushchenko,and,prime,minister,viktor,yanukovych,were,in,the,midst,of,a,heated,presidential,election,campaign,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pos,DT,VBD,IN,NNP,NNP,CC,NNP,NNP,NNP,NNP,VBD,IN,DT,NN,IN,DT,JJ,JJ,NN,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,
true,O,O,O,B-per,B-org,O,B-per,O,B-per,I-per,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pred,O,O,O,B-per,I-per,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
word,but,u.s.,officials,have,expressed,concerns,that,a,cross-border,operation,could,destabilize,northern,iraq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pos,CC,NNP,NNS,VBP,VBN,NNS,IN,DT,JJ,NN,MD,VB,JJ,NNP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
true,O,B-geo,O,O,O,O,O,O,O,O,O,O,O,B-geo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pred,O,B-gpe,O,O,O,O,O,O,O,O,O,O,O,B-geo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
word,afghan,officials,say,three,police,officers,have,been,killed,in,two,different,suicide,bombings,tuesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pos,JJ,NNS,VBP,CD,NNS,NNS,VBP,VBN,VBN,IN,CD,JJ,NN,NNS,NNP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
true,B-gpe,O,O,O,O,O,O,O,O,O,O,O,O,O,B-tim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pred,B-gpe,O,O,O,O,O,O,O,O,O,O,O,O,O,B-tim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
word,oil,prices,had,fallen,earlier,in,the,week,as,investors,worried,that,problems,in,the,u.s.,financial,sector,could,hurt,the,economy,and,slow,demand,for,energy,,,,,,,,,,,,,,,,,,,,,
pos,NN,NNS,VBD,VBN,RBR,IN,DT,NN,IN,NNS,VBD,IN,NNS,IN,DT,NNP,JJ,NN,MD,VB,DT,NN,CC,VB,NN,IN,NN,,,,,,,,,,,,,,,,,,,,,
true,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-geo,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,
pred,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-gpe,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,
word,it,says,its,activists,have,launched,a,campaign,throughout,pakistan,to,collect,relief,goods,for,quake,victims,in,pakistani,kashmir,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pos,PRP,VBZ,PRP$,NNS,VBP,VBN,DT,NN,IN,NNP,TO,VB,NN,NNS,IN,NN,NNS,IN,JJ,NNP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
true,O,O,O,O,O,O,O,O,O,B-geo,O,O,O,O,O,O,O,O,B-gpe,B-geo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pred,O,O,O,O,O,O,O,O,O,B-gpe,O,O,O,O,O,O,O,O,B-geo,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
word,ukrainian,president,viktor,yushchenko,told,reporters,in,astana,",",kazakhstan,that,the,vote,was,unconstitutional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pos,JJ,NNP,NNP,NNP,VBD,NNS,IN,NNP,",",NNP,IN,DT,NN,VBD,JJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
true,B-gpe,B-per,I-per,I-per,O,O,O,B-geo,O,B-geo,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pred,B-gpe,O,O,O,O,O,O,O,O,B-geo,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
word,u.s.,ambassador,zalmay,khalilzad,was,also,attending,the,baghdad,talks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pos,NNP,NNP,NNP,NNP,VBD,RB,VBG,DT,NNP,NNS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
true,B-org,I-org,I-org,I-org,O,O,O,O,B-geo,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pred,B-gpe,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
word,smith,added,that,australian,police,are,investigating,whether,there,had,been,any,unlawful,activity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pos,NNP,VBD,IN,JJ,NNS,VBP,VBG,IN,EX,VBD,VBN,DT,JJ,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
true,B-per,O,O,B-gpe,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pred,O,O,O,B-gpe,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
word,then,wessels,and,krajicek,combined,to,win,the,mixed,doubles,match,over,peng,and,sun,",",06-apr,",",06-apr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pos,RB,NNP,CC,NNP,VBD,TO,VB,DT,JJ,NNS,NN,IN,NNP,CC,NNP,",",CD,",",CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
true,O,B-per,O,B-per,O,O,O,O,O,O,O,O,B-per,O,B-per,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pred,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
word,james,gilchrist,",",a,minuteman,organizer,frustrated,by,the,u.s.,government,'s,failure,to,control,illegal,immigration,",",tells,the,washington,times,newspaper,that,leaders,of,mara,salvatrucha,or,ms-13,have,sent,gang,members,to,confront,his,group,in,arizona,,,,,,,,
pos,NNP,NNP,",",DT,NNP,NN,VBN,IN,DT,NNP,NN,POS,NN,TO,VB,JJ,NN,",",VBZ,DT,NNP,NNP,NN,IN,NNS,IN,NNP,NNP,CC,NNP,VBP,VBN,NN,NNS,TO,VB,PRP$,NN,IN,NNP,,,,,,,,
true,B-per,I-per,O,O,B-org,O,O,O,O,B-geo,O,O,O,O,O,O,O,O,O,O,B-org,I-org,O,O,O,O,B-geo,I-geo,O,B-geo,O,O,O,O,O,O,O,O,O,B-geo,,,,,,,,
pred,O,O,O,O,O,O,O,O,O,B-gpe,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,
skip, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,,,,,,,
word,the,pope,issued,the,plea,saturday,at,the,vatican,after,japan,'s,new,ambassador,to,the,holy,see,presented,his,credentials,to,the,pontiff,,,,,,,,,,,,,,,,,,,,,,,,
pos,DT,NN,VBD,DT,NN,NNP,IN,DT,NNP,IN,NNP,POS,JJ,NN,TO,DT,NNP,NNP,VBD,PRP$,NNS,TO,DT,NN,,,,,,,,,,,,,,,,,,,,,,,,
true,O,O,O,O,O,B-tim,O,O,B-geo,O,B-geo,O,O,O,O,O,B-org,I-org,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,
pred,O,O,O,O,O,B-tim,O,O,O,O,B-gpe,O,O,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,
word,he,is,scheduled,to,meet,with,sudanese,officials,later,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pos,PRP,VBZ,VBN,TO,VB,IN,JJ,NNS,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
true,O,O,O,O,O,O,B-gpe,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pred,O,O,O,O,O,O,B-gpe,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
word,bird,flu,has,spread,across,parts,of,europe,",",africa,and,asia,",",killing,about,100,people,since,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pos,NN,NN,VBZ,VBN,IN,NNS,IN,NNP,",",NNP,CC,NNP,",",VBG,IN,CD,NNS,IN,CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
true,O,O,O,O,O,O,O,B-geo,O,B-geo,O,B-geo,O,O,O,O,O,B-tim,I-tim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pred,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-tim,I-tim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
word,german,chancellor,angela,merkel,is,pushing,iran,to,resume,talks,on,its,disputed,nuclear,program,",",or,face,new,sanctions,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pos,JJ,NNP,NNP,NNP,VBZ,VBG,NNP,TO,VB,NNS,IN,PRP$,JJ,JJ,NN,",",CC,VB,JJ,NNS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
true,B-gpe,B-per,I-per,I-per,O,O,B-geo,O,O,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pred,B-gpe,O,O,O,O,O,B-gpe,O,O,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
word,the,warnings,came,in,a,statement,tuesday,from,the,organization,'s,regional,director,",",shigeru,omi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pos,DT,NNS,VBD,IN,DT,NN,NNP,IN,DT,NN,POS,JJ,NN,",",NNP,NNP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
true,O,O,O,O,O,O,B-tim,O,O,O,O,O,O,O,B-org,I-org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pred,O,O,O,O,O,O,B-tim,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
word,pyongyang,claimed,in,february,to,possess,atomic,weapons,and,said,it,would,indefinitely,boycott,international,disarmament,talks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pos,NNP,VBD,IN,NNP,TO,VB,JJ,NNS,CC,VBD,PRP,MD,RB,VB,JJ,NN,NNS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
true,B-org,O,O,B-tim,O,O,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pred,O,O,O,B-tim,O,O,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
word,the,strain,was,found,in,a,migrating,flamingo,",",while,a,second,",",imported,bird,had,the,milder,h5n2,variant,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pos,DT,NN,VBD,VBN,IN,DT,NN,NN,",",IN,DT,NN,",",VBN,NN,VBD,DT,JJR,NNP,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,
true,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-nat,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pred,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
word,israeli,forces,killed,three,palestinians,and,wounded,several,others,monday,in,operations,against,militants,in,the,northern,gaza,strip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pos,JJ,NNS,VBD,CD,NNS,CC,VBD,JJ,NNS,NNP,IN,NNS,IN,NNS,IN,DT,JJ,NNP,NNP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
true,B-gpe,O,O,O,B-gpe,O,O,O,O,B-tim,O,O,O,O,O,O,O,B-geo,I-geo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pred,B-gpe,O,O,O,B-gpe,O,O,O,O,B-tim,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
word,the,former,detainees,say,they,were,tortured,and,prevented,from,freely,practicing,islam,during,their,imprisonment,at,the,u.s.,military,detention,facility,,,,,,,,,,,,,,,,,,,,,,,,,,
pos,DT,JJ,NNS,VBP,PRP,VBD,VBN,CC,VBN,IN,RB,VBG,NNP,IN,PRP$,NN,IN,DT,NNP,JJ,NN,NN,,,,,,,,,,,,,,,,,,,,,,,,,,
true,O,O,O,O,O,O,O,O,O,O,O,O,B-geo,O,O,O,O,O,B-geo,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,
pred,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-gpe,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,
word,the,u.n.,report,says,213,million,people,",",or,nearly,41,percent,of,latin,americans,",",live,in,poverty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pos,DT,NNP,NN,VBZ,CD,CD,NNS,",",CC,RB,CD,NN,IN,NNP,NNS,",",VBP,IN,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
true,O,B-geo,O,O,B-org,O,O,O,O,O,O,O,O,B-geo,B-gpe,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pred,O,B-org,O,O,O,O,O,O,O,O,O,O,O,O,B-gpe,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
word,muslim,and,arab,leaders,are,calling,for,calm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pos,NNP,CC,JJ,NNS,VBP,VBG,IN,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
true,B-per,O,B-gpe,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pred,O,O,B-gpe,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
word,selected,by,a,nominating,committee,",",eligible,songwriters,need,to,have,been,active,for,20,years,",",and,to,have,compiled,an,extensive,catalog,of,hits,,,,,,,,,,,,,,,,,,,,,,
pos,VBN,IN,DT,JJ,NN,",",JJ,NNS,VBP,TO,VB,VBN,JJ,IN,CD,NNS,",",CC,TO,VB,VBN,DT,JJ,NN,IN,NNS,,,,,,,,,,,,,,,,,,,,,,
true,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-tim,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,
pred,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-tim,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,
word,ahmed,al-hadjiya,and,the,others,were,kidnapped,saturday,afternoon,from,a,conference,center,in,baghdad,where,they,were,holding,a,meeting,,,,,,,,,,,,,,,,,,,,,,,,,,,
pos,NNP,NNP,CC,DT,NNS,VBD,VBN,NNP,NN,IN,DT,NN,NN,IN,NNP,WRB,PRP,VBD,VBG,DT,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,
true,B-per,I-per,O,O,O,O,O,B-tim,I-tim,O,O,O,O,O,B-geo,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,
pred,O,O,O,O,O,O,O,B-tim,I-tim,O,O,O,O,O,B-geo,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,
word,but,several,members,of,president,'s,mwai,kibaki,'s,cabinet,condemned,the,raids,and,the,country,'s,press,called,the,actions,shameful,thuggery,,,,,,,,,,,,,,,,,,,,,,,,,
pos,CC,JJ,NNS,IN,NNP,POS,NNP,NNP,POS,NN,VBD,DT,NNS,CC,DT,NN,POS,NN,VBD,DT,NNS,JJ,NN,,,,,,,,,,,,,,,,,,,,,,,,,
true,O,O,O,O,B-per,O,B-per,I-per,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,
pred,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,
word,we,at,the,french,'s,company,wish,to,put,an,end,to,statements,that,our,product,is,manufactured,in,france,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pos,PRP,IN,DT,NNP,POS,NN,NN,TO,VB,DT,NN,TO,NNS,IN,PRP$,NN,VBZ,VBN,IN,NNP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
true,O,O,O,B-org,I-org,I-org,O,O,O,O,O,O,O,O,O,O,O,O,O,B-geo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pred,O,O,O,B-gpe,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
word,the,organization,seeking,to,advertise,its,appeal,",",the,disasters,emergency,committee,",",is,a,grouping,of,13,aid,agencies,that,aid,people,in,crisis,,,,,,,,,,,,,,,,,,,,,,,
pos,DT,NN,VBG,TO,VB,PRP$,NN,",",DT,NNP,NNP,NNP,",",VBZ,DT,NN,IN,CD,NN,NNS,IN,VBP,NNS,IN,NN,,,,,,,,,,,,,,,,,,,,,,,
true,O,O,O,O,O,O,O,O,O,B-org,I-org,I-org,I-org,O,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,
pred,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,
